代码,名称,PE_TTM,总市值_亿,营业收入,净利润,营收同比%,净利润同比%,ROE%,报告期,币种
00655,香港华人有限公司,-1.11,9.89,48038658.92,-805352500.12,-26.987439083,25.6897883735,-10.078389457888,2025-12-31,HKD
00656,复星国际,-1.25,324.56,173425313000.0,-23395762000.0,-9.7410706158,-437.9749667556,-22.078510693614,2025-12-31,HKD
00657,环科国际,-8.01,7006.73,46353750.9,-5021118.03,1.3743970615,12.6925545571,-145.132035209389,2025-03-31,HKD
00658,中国高速传动,-0.47,31.89,22075470000.0,-6556733000.0,-8.3136009298,-6964.46705822,-70.225394459583,2024-12-31,HKD
00659,周大福创建,15.52,363.02,22146979335.0,1971635900.0,-8.0854301026,3.7328471356,5.658722992161,2025-06-30,HKD
00660,玮俊生物科技,-30.9,2.13,343958357.6,-13335444.85,1.9182909133,66.9252691577,17.170098220524,2025-06-30,HKD
00661,中国大冶有色金属,28.37,16.82,66050939000.0,53548000.0,14.1708228087,33.2139214369,1.721587520516,2025-12-31,HKD
00662,亚洲金融,4.09,43.07,3546608942.16,951085240.68,18.2961214056,62.7328770193,8.309583545447,2025-12-31,HKD
00664,铜师傅,26.75,14.17,617337000.0,47838000.0,8.0794764596,-39.4317692639,11.046506257793,2025-12-31,HKD
00666,瑞浦兰钧,45.3,312.44,24333984000.0,622992000.0,36.7391638328,153.5635708015,5.658548105089,2025-12-31,HKD
00667,中国东方教育,12.0,100.49,4615903000.0,756091000.0,12.1403192519,47.5023215164,12.70527535664,2025-12-31,HKD
00669,创科实业,22.58,2106.05,107256205550.4,8422568867.2,4.362835134,6.8302902789,17.989632377177,2025-12-31,HKD
00670,中国东方航空股份,63.51,715.64,139941000000.0,-1633000000.0,5.9196185286,61.3582584004,-3.945635759589,2025-12-31,HKD
00672,众安集团,-0.5,4.96,8774536000.0,-891613000.0,-37.0106012277,-4575.0702670147,-9.296126847534,2025-12-31,HKD
00673,中国卫生集团,-11.87,7.21,35937768.69,-62558645.7,-35.0191890539,-68.6863911215,-305.539279758417,2025-03-31,HKD
00674,中国唐商,-3.76,2.33,536001274.83294,-82183701.66978,-33.8072074385,22.600896695,-14.408565491801,2025-03-31,HKD
00675,坚宝国际,-14.23,0.99,144989821.33594,-6271725.74602,-9.0139082222,23.3250412927,-2.799408822951,2025-12-31,HKD
00676,创信国际,-21.51,7.23,18422484.8,-30371444.8,-55.326401909,-307.641509434,-5.772609163232,2025-12-31,HKD
00677,金源发展国际实业,-16.7,5.77,1918445447.76,-13349658.78,0.3174260023,-113.5388589398,-1.118668053467,2025-03-31,HKD
00679,亚洲联网科技,-468.83,62.87,441540903.44,-12112180.2,16.6399434996,4.8936170213,-0.951338435988,2025-12-31,HKD
00681,中民控股,-1.72,3.13,2286332000.0,-163910000.0,-13.22147893,-1170.1181693543,-6.767506965792,2025-12-31,HKD
00682,超大现代,-2.77,5536.42,63360000.0,-14640000.0,-14.9153316234,12.7792672029,-7.845806325413,2025-06-30,HKD
00683,嘉里建设,30.79,288.81,17674208960.0,847220360.0,0.3538643007,16.0891089109,0.899402156456,2025-12-31,HKD
00684,亚伦国际,-2.0,1.7,429272831.1,-88717184.88,-4.0417688644,-39.0635170907,-12.105239631136,2025-03-31,HKD
00685,世界华文媒体,-2.58,3.24,1051098376.4,-110924901.4,0.0757620676,-110.1048492792,-13.095135987322,2026-03-31,HKD
00686,北京能源国际,-11.62,20.45,7737000000.0,-159000000.0,10.3551561831,-284.8837209302,-1.09394888025,2025-12-31,HKD
00687,泰升集团,17.29,10.6,1870145009.82,55382740.74,-13.8296278478,50.3125536244,5.132495509265,2025-12-31,HKD
00688,中国海外发展,12.1,1699.74,168088765000.0,12691186000.0,-9.216792244,-18.83177542,3.302593532461,2025-12-31,HKD
00689,长盈集团（控股）,69.84,3.99,66531185.2,5165515.18,-10.9203047527,3017.8571428571,1.396676695842,2025-12-31,HKD
00690,联康生物科技集团,5.63,5.25,529477499.42,84294812.94,6.0094397627,12.7491724455,25.261337245497,2025-12-31,HKD
00691,山水水泥,-1.44,15.67,11560701000.0,-983007000.0,-20.3252393923,-599.1117148384,-5.560205996529,2025-12-31,HKD
00693,陈唱国际,23.84,34.23,10878458453.7,129696972.68,-5.1539831227,-70.0399553502,1.258346037449,2025-12-31,HKD
00694,北京首都机场股份,-13.86,77.85,5631751000.0,-630037000.0,2.540801008,54.6652803212,-4.788593904759,2025-12-31,HKD
00695,东吴水泥,-60.82,40.63,194395524.5,-60332386.34,16.4385414412,-13.9297288078,-18.426555293183,2025-12-31,HKD
00696,中国民航信息网络,10.01,259.55,8765840085.25,2341561691.06,-0.648113844,12.8859194762,10.117229850803,2025-12-31,HKD
00697,首程控股,81.31,142.97,1297759141.08,280153553.84,18.2443258831,-24.385177962,3.026898991889,2025-12-31,HKD
00698,通达集团,3.85,4.63,4678891856.7,108707043.1,-7.3259950062,103.053008528,4.430425877471,2025-12-31,HKD
00699,均胜电子,15.65,247.65,61182689000.0,1335820000.0,9.5216101182,39.0798255021,8.651544134698,2025-12-31,HKD
00700,腾讯控股,15.5,41277.48,751766000000.0,224842000000.0,13.8596031545,15.8543434687,21.134746439818,2025-12-31,HKD
00701,CNT GROUP,-3.73,2.06,241809155.18,-49802647.58,-22.6024209239,28.7379644588,-4.565138647696,2025-12-31,HKD
00702,中国油气控股,-0.11,1.14,335461800.94,-985039390.72,-31.8374825072,-96.9948113284,-260.417779715714,2023-12-31,HKD
00703,FUTURE BRIGHT,-41.96,0.66,444806946.96,4180102.16,2.5900194777,-22.9950083195,1.212739000381,2025-12-31,HKD
00704,和嘉控股,-1.46,0.39,31588470.9,-27208719.72,1324.4694132335,17.4857270794,-3.291953170838,2025-03-31,HKD
00707,亚洲电视控股,-1.03,1.34,79541000.0,-120100000.0,-24.468943775,9.2783816653,29.288253971351,2024-12-31,HKD
00708,恒大汽车,-0.07,18.43,1340148000.0,-11934199000.0,900.0283558812,56.8545089902,22.46540577679,2023-12-31,HKD
00709,佐丹奴国际,10.65,23.11,3481009880.0,195998740.0,-1.6585863741,0.462962963,10.796019900498,2025-12-31,HKD
00710,京东方精电,10.82,37.36,12606513409.22,311943284.96,3.7832826933,-11.7342479337,7.39201288992,2025-12-31,HKD
00711,亚洲联合基建控股,15.5,7.94,8356231186.98,-252891410.37,3.1437346573,-480.1134629789,-11.691143470018,2025-03-31,HKD
00712,卡姆丹克太阳能,-1.1,0.77,221234000.0,-63555000.0,35.5899585693,-31.3581216543,31.957259585167,2025-12-31,HKD
00713,世界（集团）,-1.49,3.09,219393041.22,-187472343.2,-23.6832348875,35.5713864444,-20.290316936002,2025-12-31,HKD
00716,胜狮货柜,8.79,11.91,3384676467.2,122378436.8,-17.3746233725,-48.9937014794,3.12602676271,2025-12-31,HKD
00717,英皇资本,3.58,4.65,354310191.38,134149629.28,-2.4115411986,121.4192070644,4.153529295701,2025-09-30,HKD
00718,太和控股,-0.45,1.68,112973854.38,-335940033.92,3.7586687461,51.0782396184,18.894842522235,2025-12-31,HKD
00719,山东新华制药股份,13.45,39.85,8754721987.78,289888855.0,3.4065867114,-38.3246362726,5.683904746652,2025-12-31,HKD
00720,意达利控股,-18.58,18.43,87107440.02,-89559682.32,207.901794266,2.9176783896,-58.567011314001,2025-12-31,HKD
00722,联合医务,12.08,3.85,662941140.55,28671708.0,-2.8777978033,-22.6435056467,4.281704565109,2025-06-30,HKD
00723,信保环球控股,-70.64,2.57,161241471.75,-15270990.84,-42.8280210593,-271.6146418145,-6.624512859313,2025-03-31,HKD
00724,瑞鑫国际集团,2.96,882.18,35918349.74,-9771937.18,,74.0843653436,5.032561168481,2025-12-31,HKD
00725,恒都集团,8.68,2.71,357440282.8,28167818.92,20.4401998917,20.857231437,7.022624352874,2025-12-31,HKD
00726,筑友智造科技,-0.11,1.4,125717385.36,-1158514229.78,-62.7829621113,-176.1140148449,-171.754402996816,2025-12-31,HKD
00727,皇冠环球集团,-54.59,8.52,102809721.81,14890784.88,-39.2748322532,112.7270576172,6.507776785192,2025-03-31,HKD
00728,中国电信,12.55,4502.15,529559000000.0,33185000000.0,0.026821957,0.5240518599,7.267706067993,2025-12-31,HKD
00730,首惠产业金融,16.76,4.9,169350137.12,26429120.42,-12.8290483054,2.0115743969,2.06009846737,2025-12-31,HKD
00731,建发新胜,-9.12,6.72,1318040042.96,-66532088.42,9.6009799938,-399.4958324863,-44.694496693162,2025-12-31,HKD
00732,信利国际,10.79,29.58,14902673873.9,247643053.16,-7.5149175997,-9.2381283414,2.916968458466,2025-12-31,HKD
00733,合富辉煌,-0.51,1.52,541372906.82,-270574002.52,-36.7364515772,-7.0165222828,-25.883092948649,2025-12-31,HKD
00736,中国置业投资,-4.12,0.91,49396321.41,-60641927.79,-19.3785489434,49.7664640905,-13.780903907172,2025-03-31,HKD
00737,湾区发展,11.16,60.4,786413000.0,467534000.0,-10.5829635163,1.4360565397,10.168017809157,2025-12-31,HKD
00738,莱尔斯丹,-2.89,1.91,178480000.0,-58539000.0,-39.3123333877,41.9117647059,-13.159370704277,2026-02-28,HKD
00743,亚洲水泥（中国）,1953.11,30.08,5109174000.0,85724000.0,-13.1904113418,132.5103723424,0.517726222576,2025-12-31,HKD
00745,中国国家文化产业,75.4,8.95,40335053.64,-4412973.06,56.7550120145,89.0491893377,-15.595597227884,2025-03-31,HKD
00746,理文化工,6.41,35.81,3391381552.96,504229790.76,-4.9626243377,15.7529588375,9.101482562576,2025-12-31,HKD
00747,渖阳公用发展股份,-0.85,1.19,9645000.0,-126877000.0,54.5425412594,-42.1702542496,-45.285396113816,2025-12-31,HKD
00750,水发兴业能源,18.61,5.8,3925277000.0,28141000.0,-12.4692325978,151.0383227234,0.662728353792,2025-12-31,HKD
00751,创维集团,24.91,98.2,70324000000.0,356000000.0,8.1691354037,-37.323943662,1.993448497914,2025-12-31,HKD
00752,PICO FAR EAST,6.5,28.36,6575379426.24,397775263.56,13.9198628355,21.9426794344,18.020318257233,2025-10-31,HKD
00753,中国国航,39.67,885.28,171484646000.0,-1787943000.0,2.8709047115,-668.8192572144,-4.080060830443,2025-12-31,HKD
00754,合生创展集团,-3.73,100.12,35036004792.96,110737715.28,10.3302074265,-95.9079786238,0.126782616821,2024-12-31,HKD
00755,大方广瑞德,-0.65,0.51,165325388.8,-70513482.18,-10.5599288545,90.2797093961,-20.417268727075,2025-12-31,HKD
00756,森美控股,-19.06,2.35,86632000.0,-24660000.0,7.4252269233,-0.4685271949,9.438782833357,2025-06-30,HKD
00757,阳光能源,-0.67,2.13,2427459000.0,-285314000.0,-34.5027168003,-25.6424935266,-35.597504678727,2025-12-31,HKD
00759,CEC INT'L HOLD,-4.85,1.67,1340582618.83,-40680866.03,-1.7157659944,-47.0246880451,-9.413470211761,2025-04-30,HKD
00760,新天地产集团,-0.41,0.89,241801000.0,-195802000.0,-15.0302382868,-41.3579756705,-13.974956676649,2025-12-31,HKD
00762,中国联通,9.91,2218.36,392223000000.0,20816000000.0,0.6760971177,0.9848154078,5.708276260169,2025-12-31,HKD
00763,中兴通讯,26.41,1338.43,133895460000.0,5617745000.0,10.3848619976,-33.3188878728,7.579559097893,2025-12-31,HKD
00764,永恒策略,-0.37,1.27,211792444.92,-309971555.7,4.6938693503,17.4438716475,-38.071196915566,2025-12-31,HKD
00765,PERFECTECH INTL,-8.96,0.69,117954209.46,-6966535.86,-4.0526342858,71.4544781643,-13.981818017022,2025-12-31,HKD
00767,中基长寿科学,-14.63,2.45,146106673.64,-15129838.22,-2.6591487595,51.7623682543,-4.344240399802,2025-12-31,HKD
00768,开明投资,3.83,4578.24,4938986.16,9478386.93,3.1213872832,238.6286948306,11.691453093608,2025-03-31,HKD
00769,中国稀土,-18.62,19.53,700694648.28,-97163820.96,10.2881180283,47.6805704455,-5.270265349151,2024-12-31,HKD
00770,SHANGHAI GROWTH,-3.85,331.47,-2424928.9712,-6053842.1808,-539.1199755619,-140.9219072554,-88.876402929144,2025-12-31,HKD
00771,自动系统,7.85,6.46,2353243968.68,74415392.58,9.7943679161,-44.8246072247,3.562208397125,2025-12-31,HKD
00772,阅文集团,-27.72,238.21,7366176000.0,-776054000.0,-9.2956220976,-270.9343453656,-4.323372802813,2025-12-31,HKD
00775,长江生命科技,-35.5,66.32,4886626134.16,-168726915.32,-2.0360788995,-47.6097160106,-5.124170040725,2025-12-31,HKD
00776,帝国科技集团,-6.85,2.64,39605293.78,-34831776.08,-14.8728402252,10.7211482811,24.620138410072,2025-12-31,HKD
00777,网龙,24.89,41.61,4475000000.0,151000000.0,-25.9963618323,-51.4469453376,2.682060390764,2025-12-31,HKD
00780,同程旅行,11.78,331.02,19395959000.0,2371234000.0,11.8523165693,20.10164327,11.143937025252,2025-12-31,HKD
00784,凌锐控股,-27.54,6.0,197951649.15,-18963233.67,10.5450853677,-3237.2519083969,-30.590932436154,2025-03-31,HKD
00788,中国铁塔,11.91,1698.48,100411000000.0,11630000000.0,2.6991367672,8.3978003542,5.759079339612,2025-12-31,HKD
00789,雅天妮集团,87.7,4.24,139070481.0,7021813.47,111.7167743748,11.4871794872,5.246591163745,2025-03-31,HKD
00794,锦胜集团（控股）,21.87,9435.89,701753153.88,2078213.16,-0.5341913881,114.2180693226,0.439280064449,2025-03-31,HKD
00797,第七大道,69.72,28.58,521291000.0,37022000.0,70.1363594825,150.4022980682,2.183437791013,2025-12-31,HKD
00798,中电光谷,36.54,13.19,3919525000.0,32594000.0,9.2236628303,-65.9585578811,0.405791107468,2025-12-31,HKD
00799,IGG,6.45,37.45,4965008468.98,524312887.46,-4.1851181622,-0.0315149929,17.651103861047,2025-12-31,HKD
00800,文远知行－Ｗ,-9.12,171.29,684587000.0,-1654900000.0,89.5659228984,34.2460767766,-22.11517651817,2025-12-31,HKD
00804,鼎石资本,-12.68,2.2,27303437.38,-15660028.36,17.0215236915,45.2472683635,-10.381196729606,2025-12-31,HKD
00805,新吉奥房车,106.07,36.19,871373000.0,30820000.0,0.8340999693,-28.8730931666,16.466533986937,2025-12-31,HKD
00806,惠理集团,5.69,38.0,636243522.74,603078187.56,123.602439125,2037.6596766448,17.148948580353,2025-12-31,HKD
00807,上海实业环境,3.81,25.76,7072781000.0,610436000.0,-6.8838443668,0.8751693823,5.635242671559,2025-12-31,HKD
00809,大成生化科技,6.34,9.91,2058015673.04,141170576.34,13.864259318,-79.6910854758,-12.640714557805,2025-12-31,HKD
00810,中国铸晨８１,-10.76,0.74,317030.22,-6224992.24,-43.75,68.0896379294,-22.793643444182,2025-12-31,HKD
00811,新华文轩,6.74,119.56,11731677466.92,1568450497.66,-4.8411059969,1.5272813991,10.502849233339,2025-12-31,HKD
00813,世茂集团,0.05,8.05,28417773000.0,14473362000.0,-52.6173511917,140.3100899985,-132.653952137437,2025-12-31,HKD
00814,北京京客隆,-0.78,1.11,8316962478.49,-129198634.83,-13.6712468889,19.5893476568,-10.244912199831,2025-12-31,HKD
00815,中国白银集团,1.5,9.77,3063300000.0,586329000.0,-26.2946615902,5783.2931968694,65.355497147596,2025-12-31,HKD
00816,金茂服务,6.53,22.42,3667833000.0,310389000.0,18.5281353945,-18.7650488893,18.947277819423,2025-12-31,HKD
00817,中国金茂,15.29,212.15,59371324000.0,1253200000.0,0.5391262899,17.6924687902,2.34654880146,2025-12-31,HKD
00818,高阳科技,-9.6,11.66,1913447183.06,-109784584.56,-9.4685133587,-177.1219187209,-1.673708037587,2025-12-31,HKD
00819,天能动力,3.99,63.51,53798904000.0,1436758000.0,-29.8294809912,25.7660812059,8.58817265027,2025-12-31,HKD
00821,汇盈控股,-1.39,0.87,44203586.8,-56544281.66,114.7056242871,51.253260658,-16.856835509673,2025-12-31,HKD
00822,嘉瑞国际,-13.45,3.75,1321918469.64,-25206160.54,-1.2309336875,54.4791700649,-2.379682438981,2025-12-31,HKD
00825,新世界百货中国,13.04,4.89,1078694585.8,23058655.75,-12.9913730198,89.9128736668,0.734402372626,2025-06-30,HKD
00826,天工国际,20.11,89.11,4718830000.0,400228000.0,-2.3428219492,11.5596350733,5.512846913497,2025-12-31,HKD
00827,玖源集团,-0.27,2.25,2161891000.0,-747180000.0,-16.841806447,-47.8407977918,-1017.49201658644,2025-12-31,HKD
00828,王朝酒业,19.14,2.62,153557335.42,12363275.36,-37.3513111154,-59.0669856459,4.293735688071,2025-12-31,HKD
00829,神冠控股,-6.4,4.94,1023274000.0,-69773000.0,0.6355157099,-361.6749174917,-3.154575701362,2025-12-31,HKD
00830,中国建筑兴业,7.41,17.59,5397190206.78,214371138.02,-26.2438324627,-63.5002068426,8.609660343547,2025-12-31,HKD
00831,利亚零售,7.87,2.66,1305582832.72,30534255.32,-2.7583975287,41.3648908589,5.26218707802,2025-12-31,HKD
00832,建业地产,-0.04,1.37,11816957000.0,-3045402000.0,-26.4601939536,7.9293922237,40.193380529135,2025-12-31,HKD
00833,华讯,12.54,5.91,1030732083.5,42605790.62,6.9572470933,-25.2262820005,6.870770494621,2025-12-31,HKD
00834,康大食品,-6.71,1.29,1857283000.0,-17382000.0,12.5278929106,19.0518325339,-3.346534386594,2025-12-31,HKD
00836,华润电力,7.53,1093.39,92137362007.16,13113806019.0,-3.1100605966,0.9069985107,13.798184318433,2025-12-31,HKD
00837,谭木匠,8.6,16.29,558223000.0,171027000.0,10.4438544148,-0.1978222051,18.447892661001,2025-12-31,HKD
00838,亿和控股,6.86,16.79,5444447580.4,220951998.94,-4.2736090594,0.45994571,7.554070023997,2025-12-31,HKD
00839,中教控股,6.4,55.45,7363000000.0,977000000.0,11.9167046664,133.7320574163,5.995336278841,2025-08-31,HKD
00840,天业节水,-1.54,0.94,848396650.54,-54824904.28,-43.3859467319,-38.6712924459,-15.474628064315,2025-12-31,HKD
00841,木薯资源,-0.98,1.1,902438225.49,-120633260.43,-18.0321231954,-17.3859554598,-23.441174703737,2025-03-31,HKD
00842,理士国际,-8.91,17.16,10574153000.0,-173900000.0,6.1663866461,-128.8091818292,-3.833469584263,2025-12-31,HKD
00844,广泰国际控股,-2.27,2.22,434047000.0,-88612000.0,-10.8178188894,-509.9814139189,-42.150928407829,2025-12-31,HKD
00845,恒盛地产,-0.02,7792.65,2639656000.0,-2949153000.0,-58.6587074307,-891.7953288157,199.024298398137,2023-12-31,HKD
00846,明发集团,-0.37,5.0,4385189000.0,-1227177000.0,-37.6243600727,31.4830086178,-8.123374070117,2025-12-31,HKD
00848,茂业国际,-1.03,5.81,3034636000.0,-507140000.0,-24.4823684374,-421.8670892589,-3.997118297922,2025-12-31,HKD
00851,盛源控股,16.58,1.61,108193110.92,8744976.04,134.7456298503,-69.6355767421,7.97348211896,2025-12-31,HKD
00852,海峡石油化工,-3.75,3.52,1147615258.72,-86459731.54,37.185074449,-1643.8025889968,-7.080097184643,2023-12-31,HKD
00853,微创医疗,35.55,134.22,7769501972.8,341030347.2,7.2079009721,122.6678751466,6.125022723141,2025-12-31,HKD
00854,威雅利,12.13,6.18,2130021274.66,46026284.76,,,11.009661919248,2025-12-31,HKD
00855,中国水务,8.41,74.83,10756105048.95,991731256.29,-9.3552793616,-29.9228648952,8.279777832052,2025-03-31,HKD
00856,伟仕佳杰,10.76,145.7,88177925525.36,1222501044.24,9.586960351,28.6615036992,14.415449533833,2025-12-31,HKD
00857,中国石油股份,10.42,18668.14,2864469000000.0,157318000000.0,-2.5021264603,-4.4728085303,10.146376826082,2025-12-31,HKD
00858,精优药业,-0.61,2.06,51151544.07,205462562.52,-6.2083319232,236.6341616088,18.192343974895,2025-03-31,HKD
00859,中昌国际控股,-0.56,1.13,26116606.3,-181488510.7,-11.4069489552,-13.6876707988,-29.711915596778,2025-12-31,HKD
00860,ＡＰＯＬＬＯ出行,-0.99,6.54,82285148.44,-599803111.84,-73.2208890117,56.8319377823,-39.320608811243,2025-12-31,HKD
00861,神州控股,101.03,35.15,21014999000.0,31420000.0,26.1605707465,112.3725629949,0.542548858968,2025-12-31,HKD
00862,远见控股（新）,-5.06,2.75,356143833.5,-51245206.35,-25.588245942,0.4852391662,-33.36163290508,2025-06-30,HKD
00863,ＯＳＬ集团,-23.61,91.31,441469549.06,-349341109.06,30.4274617275,-911.6445974021,-16.891177499451,2025-12-31,HKD
00864,永利地产发展,-0.27,7337.34,19145554.34,-241779348.92,-20.9833743383,-14.2658345641,-58.492957315608,2025-12-31,HKD
00865,建德国际控股,-39.64,3.09,91280000.0,-7050000.0,18.953294412,82.6311899483,-0.947962250933,2025-12-31,HKD
00866,中国秦发,-44.25,45.98,1839026000.0,-93858000.0,62.7136969551,-118.6988986819,-4.644850186038,2025-12-31,HKD
00867,康哲药业,15.21,250.71,8212058000.0,1488892000.0,9.9487079244,-8.0810575211,8.834265028248,2025-12-31,HKD
00868,信义玻璃,13.68,413.21,20829014000.0,2729004000.0,-6.6949644118,-19.0007755612,7.67720789276,2025-12-31,HKD
00869,彩星玩具,-36.21,5.56,462639219.42,-13867136.66,-45.002437364,-111.6639316863,-1.332678264055,2025-12-31,HKD
00871,中国疏浚环保,-0.89,0.96,302249000.0,-98122000.0,-7.0672192944,69.5320602391,-125.960538646196,2025-12-31,HKD
00873,世茂服务,11.87,13.57,7880037000.0,103300000.0,-0.1963007958,137.9273249303,1.341021162301,2025-12-31,HKD
00874,白云山,7.42,247.45,77656109939.23,2983113594.8,3.5513925851,5.2060529367,8.096103428604,2025-12-31,HKD
00875,从玉智农,-0.59,2.4,3194342303.52,-368503824.58,182.2460188376,-228.0102586366,-209.94054097167,2025-12-31,HKD
00876,佳兆业健康,-7.56,3.53,125648740.64,-42160503.16,-24.9491521766,-0.6967964621,-11.186682771579,2025-12-31,HKD
00878,金朝阳集团,-0.9,19.21,323570436.02,-1928393667.62,-70.8683680672,14.3198770713,-14.609594419751,2025-12-31,HKD
00880,澳博控股,-24.49,127.83,25443888044.0,-387481380.0,-2.0810667075,-13506.25,-3.13219848939,2025-12-31,HKD
00881,中升控股,-7.73,143.2,164403428000.0,-1673288000.0,-2.2131120263,-152.0918451847,-3.697802937269,2025-12-31,HKD
00882,天津发展,5.41,23.17,2886870860.78,386525773.24,-4.8584932619,-21.9182256249,3.340917645719,2025-12-31,HKD
00883,中国海洋石油,8.99,12690.5,389336000000.0,122082000000.0,-5.2150054655,-11.4937362255,15.749488162921,2025-12-31,HKD
00884,旭辉控股集团,0.05,10.51,25451996000.0,17666379000.0,-46.7406004008,349.6711565338,82.157819105952,2025-12-31,HKD
00887,英皇钟表珠宝,3.83,17.56,5207333362.78,414068563.92,10.2281863232,78.562497809,8.464904655895,2025-12-31,HKD
00888,链信控股,-1.19,0.78,23369914.28,-59182587.28,-41.427083805,-141.1808009423,5083.3204034135,2025-12-31,HKD
00889,连达科技控股,-9.52,2.3,165282034.24,-21849795.02,0.0158501992,52.8026533997,-3.322140968861,2025-12-31,HKD
00893,中国铁钛,-944.15,1.48,557885000.0,-142000.0,2.8378403289,99.3127480399,-0.022699751821,2025-12-31,HKD
00894,万裕科技,628.87,39.3,1489801777.48,5645125.0,2.3496371236,-20.0562803786,0.418567521303,2025-12-31,HKD
00895,东江环保,-1.3,18.24,3457030490.7,-1231537772.44,-0.8498163404,-53.1409370177,-41.216422845972,2025-12-31,HKD
00896,兴胜创建,-0.8,3.0,1832054717.31,-272511699.0,23.1044981583,-36.7041025119,-8.170821920215,2025-03-31,HKD
00897,位元堂,-26.59,3.68,687783353.34,6552093.0,-4.922048117,146.2359989581,0.552956486997,2025-03-31,HKD
00898,万事昌国际,-1.21,7.78,259252139.82,-582562448.48,0.4138563152,-374.254710282,-8.193352676053,2025-12-31,HKD
00899,中加国信,-0.18,0.81,18497204.52,-416707577.82,41.5536723164,-5309.7759674134,-39.615872879401,2025-03-31,HKD
00900,AEON CREDIT,7.56,35.39,1629251467.8,414281203.16,3.4957523515,16.9100424992,10.720287144947,2026-02-28,HKD
00901,华曦达,46.7,123.63,3367659000.0,239112000.0,32.5361599033,74.2443233159,20.754106129662,2025-12-31,HKD
00902,华能国际电力股份,7.13,1134.97,229288058000.0,14536770000.0,-6.6230111462,42.7323890807,9.944887233733,2025-12-31,HKD
00905,胡桃资本,-0.96,1.65,1932890.8,-155446871.66,138.042269188,-43233.5839598998,-131.976273824906,2025-12-31,HKD
00907,高雅光学,20.16,5324.47,13341353.31,-18645780.15,-39.734878486,65.9613537964,-272.341285887586,2025-03-31,HKD
00909,明源云,98.88,33.47,1283992000.0,30569000.0,-10.5118558591,116.127483566,0.675303410471,2025-12-31,HKD
00910,中国三迪,-0.12,7123.49,1267852000.0,-542088000.0,-38.9904336612,86.6207931446,-691.385863326786,2025-12-31,HKD
00911,前海健康,20.82,1.24,611589229.62,5366030.02,30.2909953646,353.1655225019,1.529667726611,2025-12-31,HKD
00912,信佳国际,9.4,3.05,1280894499.81,31742583.51,-0.8773878038,7.2928038928,4.390082653066,2025-03-31,HKD
00913,港湾数字,0.39,0.57,4955968.14,133170756.8,75.3595397891,975.118708452,59.999104733923,2025-12-31,HKD
00914,海螺水泥,10.52,967.65,82532051000.0,8464457000.0,-9.3349444574,5.1230173446,4.45134217983,2025-12-31,HKD
00915,道和环球,138.56,0.83,228414913.6,541217.6,-22.2131795007,-97.0998116761,0.479541632933,2025-12-31,HKD
00916,龙源电力,10.63,524.16,30252713000.0,4637935000.0,-3.8508431573,-27.406588281,6.278668784161,2025-12-31,HKD
00917,趣致集团,8.26,26.15,1663244000.0,285738000.0,24.1690182904,117.0879989666,16.088778879374,2025-12-31,HKD
00918,龙翼航空科技,1044.74,12.25,109623898.53,-19652587.68,-51.7066566929,63.5117538208,-7.801661369943,2025-03-31,HKD
00919,现代健康科技,4.88,8683.05,418294845.42,-4675056.78,-0.3149287672,47.0692717584,-2.700563194831,2025-03-31,HKD
00921,海信家电,9.83,344.28,87928485899.72,3186573917.88,-5.1939117681,-4.8182064632,19.356777648192,2025-12-31,HKD
00922,安贤园中国,8.91,2.47,218183774.07,47136310.74,-16.8762085575,-11.6664360819,5.432055700957,2025-03-31,HKD
00923,综合环保集团,-0.19,0.92,41609481.87,-452320510.35,5.5997939014,-657.191188284,-105.23937021061,2025-03-31,HKD
00924,坤集团,-0.58,0.84,436307787.8582,-11849061.1998,11.7358911131,-23609.1052158273,-5.989490316769,2025-06-30,HKD
00926,碧生源,13.18,2.98,494322000.0,20443000.0,2.0691677283,38.0910564712,4.332773447642,2025-12-31,HKD
00927,富士高实业,-4.94,2.76,854134534.8,-33321545.64,-6.7465575036,-310.321528425,-6.738547241027,2025-03-31,HKD
00928,帝王国际投资,-2.89,1.11,37619164.95,-43791051.99,-82.5552783495,-399.9936780883,-19.270762476979,2025-03-31,HKD
00929,国际精密,111.8,12.73,981830849.48,10285869.36,7.6264893476,7.4643767104,0.617049988472,2025-12-31,HKD
00931,中国港能,-21.72,26.92,658383835.2,-97832899.62,56.9756056776,23.8935511892,-80.729208310964,2025-03-31,HKD
00932,顺腾国际控股,-1.88,0.84,189224445.84,-33446127.69,-12.962569932,-6447.2854640981,-23.419523054108,2025-03-31,HKD
00933,非凡领越,25.72,43.82,9302706261.02,153875268.86,-1.2233564409,341.9585286181,2.271035502501,2025-12-31,HKD
00934,中石化冠德,8.83,90.74,594894111.14,928745900.42,-1.2672933678,-12.666511522,6.342211656197,2025-12-31,HKD
00936,佳兆业资本,43.65,2.97,214520169.32,6141896.0,5.5047664739,106.0435849124,20.511273659603,2025-12-31,HKD
00938,民生国际,7.32,2.82,127393913.01,-546510077.13,8.9472022729,-7.3180411288,48.903005885263,2025-03-31,HKD
00939,建设银行,5.87,22733.07,740871000000.0,338906000000.0,1.6883758596,0.9920226952,9.703075124636,2025-12-31,HKD
00941,中国移动,11.6,17842.16,1050187000000.0,137095000000.0,0.9058773453,-0.9235905849,9.721301879414,2025-12-31,HKD
