代码,名称,PE_TTM,总市值_亿,营业收入,净利润,营收同比%,净利润同比%,ROE%,报告期,币种
01877,君实生物,-23.35,165.71,2498420000.0,-840910000.0,28.2347790426,34.4267536287,-14.102554319722,2025-12-31,HKD
01878,南戈壁,-0.53,6.21,4208978987.2,-1186222460.8,21.371240712,-282.4556472102,121.818404925689,2025-12-31,HKD
01879,曦智科技－Ｐ,-30.05,446.68,106368000.0,-1342376000.0,76.7174494526,-82.5666412795,36.773772467803,2025-12-31,HKD
01880,中国中免,24.46,1123.05,53693579000.0,3643905000.0,-4.9231088344,-15.7214182577,6.60356216194,2025-12-31,HKD
01882,海天国际,9.0,329.1,17733166000.0,3301137000.0,9.9504300756,7.1682208281,15.041880626374,2025-12-31,HKD
01883,中信国际电讯,10.94,100.66,8641105740.0,830962400.0,-0.062676277,1.0989010989,8.463661453542,2025-12-31,HKD
01884,ＥＰＲＩＮＴ集团,67.6,5665.0,270013598.19,-5656947.9,-7.4883725342,26.1979292078,-2.699602105954,2025-03-31,HKD
01888,建滔积层板,81.29,1985.22,18425859611.8,2205820400.28,10.0273043157,84.1626850545,15.415735023784,2025-12-31,HKD
01889,三爱健康集团,-1.66,4051.82,85900000.0,-22040000.0,0.8014832721,-550.5314799673,-7.106834685481,2025-12-31,HKD
01890,中国科培,2.27,18.13,1872180000.0,748091000.0,10.5939006712,-9.6339290568,13.877180926503,2025-08-31,HKD
01891,兴合控股,6.37,1.78,2520712170.28352,25253294.9999134,-14.72028097,-42.7387684574,5.935620439442,2025-12-31,HKD
01894,恒益控股,-4.95,0.94,173046313.11,-22158993.96,19.2878998963,-483.0985915493,-15.772619935168,2025-03-31,HKD
01895,鑫苑服务,1.7,1.84,904878000.0,97765000.0,4.14375387,12.3206305075,15.819412902615,2025-12-31,HKD
01896,猫眼娱乐,9.83,61.36,4631482000.0,563649000.0,13.4561501238,209.8589923312,6.149298445244,2025-12-31,HKD
01897,美亨实业,54.44,1.77,380398831.47,8406981.3,-31.7024798318,-20.4714098647,1.734090292616,2025-03-31,HKD
01898,中煤能源,10.17,1654.68,148056698000.0,14497092000.0,-21.8269156302,-19.989288556,9.288403204583,2025-12-31,HKD
01899,兴达国际,6.01,22.66,11480328000.0,340408000.0,-3.85325545,26.5245590886,5.191208184897,2025-12-31,HKD
01900,中国智能交通,5.27,4.11,927849000.0,70488000.0,13.1817167142,219.5575301478,3.801447600393,2025-12-31,HKD
01901,飞扬集团,-5.71,2.48,783092000.0,-39139000.0,9.3905580358,6.9138562527,-75.920663401387,2025-12-31,HKD
01903,JBB BUILDERS,-5273.92,13.45,723743982.642891,2256085.15831582,29.651109829,-55.5444221777,1.047573698108,2025-06-30,HKD
01905,海通恒信,4.31,60.94,6819815000.0,1344729000.0,-4.4742425036,-3.4548587429,6.675177868532,2025-12-31,HKD
01906,博尼控股,-11.7,7.36,231839000.0,-56793000.0,-13.0832992798,-239.4477317554,-17.4402375604,2025-12-31,HKD
01907,中国旭阳集团,169.88,109.1,39286483000.0,58008000.0,-17.3659662309,188.1239755625,0.459414723003,2025-12-31,HKD
01908,建发国际集团,8.35,337.37,136788517000.0,3650585000.0,-4.3345185472,-24.0069244619,9.165792917409,2025-12-31,HKD
01909,火岩控股,-7.28,4.69,132054376.88,-58173690.54,3.992431948,-277.4216232054,-53.527974468934,2025-12-31,HKD
01910,新秀丽,9.0,192.62,24583930880.0,2031323200.0,-2.5358078359,-16.3773148148,18.785751430057,2025-12-31,HKD
01911,华兴资本控股,17.93,20.12,1198097000.0,101372000.0,42.691578901,156.6270242491,1.668279453101,2025-12-31,HKD
01912,康特隆,-3.19,2.17,448692739.6,-57133403.2,,,-42.14433427011,2024-12-31,HKD
01913,普拉达,12.5,971.33,47086644195.5,7016118928.0,5.264862359,1.5530922975,18.97927283206,2025-12-31,HKD
01915,泰和小贷,-29.0,1.59,53983160.0,-8232972.0,-2.1027774344,14.4353990262,-0.942057213515,2023-12-31,HKD
01916,江西银行,3.67,39.16,9028490000.0,964496000.0,-21.8936525773,-8.7448269598,2.025338188257,2025-12-31,HKD
01917,豆盟科技,-8.45,2.14,46765000.0,-22857000.0,-19.9859699552,-224.2127659574,-59.39042768799,2025-12-31,HKD
01918,融创中国,-1.06,145.01,45116514000.0,-12329083000.0,-39.0475467626,52.0179527694,-33.01572813015,2025-12-31,HKD
01919,中远海控,7.78,2206.6,219503805000.0,30859651000.0,-6.1384292033,-37.2420093237,13.218010045617,2025-12-31,HKD
01920,巨美集团,-28.46,2.87,112852822.9,-9111683.36,13.6380172806,76.722506807,-70.847671887071,2025-12-31,HKD
01921,达力普控股,325.97,49.53,3462486000.0,13723000.0,5.1703630086,117.8068149378,1.030679675527,2025-12-31,HKD
01925,旷世芳香,13.25,5.27,882120000.0,35881000.0,-11.895399508,-69.746715907,6.658717750055,2025-12-31,HKD
01927,久久王,-23.43,1.98,308141000.0,-7633000.0,-2.1861548815,-110.6817554513,-1.939524838013,2025-12-31,HKD
01928,金沙中国有限公司,17.18,1197.82,52315358400.0,6297804800.0,5.1271186441,-14.2583732057,73.684210526316,2025-12-31,HKD
01929,周大福,18.87,1116.71,82737246480.0,5459000865.0,-17.5296422691,-8.9825058083,22.690658299514,2025-03-31,HKD
01930,勋龙,14.8,2.48,300669000.0,15107000.0,26.519697365,-5.7873401933,4.189383309022,2025-12-31,HKD
01931,华检医疗,26.55,10.27,2820663000.0,34933000.0,-10.8066778079,-86.5858997005,1.048674050083,2025-12-31,HKD
01932,中漆集团,-5.18,2.38,217758213.02,-41531862.04,-24.9760387363,4.0342272775,-12.595323662182,2025-12-31,HKD
01933,元力控股,-1.99,2.07,377688000.0,-37550000.0,-23.0075506776,-549.323920067,-14.533927334234,2025-03-31,HKD
01935,嘉宏教育,5.77,14.41,952620000.0,225651000.0,-2.877224749,-27.8660068665,7.219535948906,2025-12-31,HKD
01936,利特米,20.74,3.69,222191239.889849,16060201.9432273,4.6982878222,12.046882552,6.675160886278,2025-12-31,HKD
01937,佳辰控股,39.57,1.66,189718000.0,3789000.0,-26.4054184058,-68.1114290523,1.164396927516,2025-12-31,HKD
01938,珠江钢管,1.02,2.78,2352000000.0,246312000.0,-19.996625708,15.8183297206,18.017353750543,2025-12-31,HKD
01939,上善黄金,-16.89,3.02,57262524.33,-17959194.63,7.2581760354,27.6273707698,-8.518060555659,2025-03-31,HKD
01940,CGII HLDGS,7.63,13.2,1529116494.0,156266337.0,16.4055111324,20.1617605757,9.084921341183,2025-12-31,HKD
01941,烨星集团,17.62,2.19,362422000.0,11218000.0,-3.9468453331,151.072160255,5.134178350683,2025-12-31,HKD
01942,马可数字科技,-1.41,1.39,839371000.0,-89043000.0,-33.0357840924,37.8291196246,-12.657889555674,2025-12-31,HKD
01943,金石控股集团,-11.7,6.7,160007648.04,-94196026.59,-61.6621302207,-218.0636918858,-70.53941335213,2025-03-31,HKD
01945,清科控股,5.76,4.49,232002000.0,70435000.0,20.5349210555,480.2372518329,11.566498127126,2025-12-31,HKD
01947,美皓集团,-20.41,3.24,101688000.0,-14341000.0,36.164970541,55.7704169751,-12.738497068751,2025-12-31,HKD
01948,优矩控股,15.23,23.76,11275161000.0,140909000.0,23.181134972,50.1059942689,9.333987355209,2025-12-31,HKD
01949,佰达国际控股,-3.08,0.81,83080049.61,-23183289.61875,249.3852402652,62.8303271812,-32.156465465102,2025-12-31,HKD
01950,帝王实业控股,30.52,0.84,599345000.0,2493000.0,5.8025508628,-91.6983016983,0.393683068549,2025-12-31,HKD
01951,锦欣生殖,-5.43,58.7,2649073000.0,-976146000.0,-5.7804535218,-444.8072935616,-10.054050463064,2025-12-31,HKD
01952,云顶新耀,-29.54,97.37,1706678000.0,-297766000.0,141.5071645077,71.4064578082,-6.351289221103,2025-12-31,HKD
01953,RIMBACO,68.02,14.99,439705658.462319,-2447771.29324199,-10.1153590793,6.7654639175,-1.048296246926,2025-10-31,HKD
01955,庄臣控股,21.64,3.0,1694365712.82,14722829.82,17.3786212253,-7.5612723796,2.650144101793,2025-03-31,HKD
01957,大人国际,-108.86,1.48,334403089.766016,-1224475.65770103,-3.9058572929,-103.15526398,-0.331334547133,2025-12-31,HKD
01958,北京汽车,-4.63,85.76,164046986000.0,122696000.0,-14.7788412376,-87.1635285859,0.21290403632,2025-12-31,HKD
01959,中聚投资,-31.32,11.77,898217000.0,-33931000.0,-27.7020272348,62.1875522371,-37.655924002308,2025-12-31,HKD
01960,TBKS HLDGS,-8.12,3.3,165109498.949081,-48033765.001017,-66.1886960114,13.4559003176,-29.581919724412,2025-06-30,HKD
01961,多牛科技,-1.1,0.73,258478000.0,-51015000.0,-2.0471426406,4.3229557389,-37.914850447598,2024-12-31,HKD
01962,训修实业,9.42,2.89,943220000.92,27712596.04,2.7474462839,-23.1335805191,3.88513759493,2025-12-31,HKD
01963,重庆银行,4.64,306.01,14745906000.0,5654218000.0,11.1793736745,10.4924286097,9.116539189449,2025-12-31,HKD
01965,朗诗绿色生活,2.18,5545.33,778506000.0,23010000.0,-1.2812416784,107.2283479408,-51.795743339824,2025-12-31,HKD
01966,中骏集团控股,-0.03,2.41,37114102000.0,-7446681000.0,-8.9672952527,5.2988618463,436.368255032338,2025-12-31,HKD
01967,信恳智能,25.76,1.11,267338000.0,3892000.0,-7.4394529559,143.8596491228,1.512907526832,2025-12-31,HKD
01968,兴纺控股,-3.25,1.02,199753425.54,-28268979.56,3.0218474868,10.4492131617,-13.905710591675,2025-12-31,HKD
01969,中国春来,1.26,12.24,1790614000.0,835546000.0,9.7528893727,7.3730581068,19.669717600309,2025-08-31,HKD
01970,IMAX CHINA,9.38,27.5,719348478.4,264852212.8,26.3540624961,69.6043570239,12.771120680159,2025-12-31,HKD
01971,弘阳服务,-3.31,1.41,951437000.0,-38522000.0,-7.3285879312,-367.7742249409,-4.385585924047,2025-12-31,HKD
01972,太古地产,-81.35,1247.07,14488552020.0,-1384636260.0,11.1796506792,-100.1305483029,-0.562789792689,2025-12-31,HKD
01973,天图投资,20.82,13.79,270504000.0,195812000.0,142.0345346279,121.96469935,3.017382556391,2025-12-31,HKD
01975,新兴印刷,-2.22,1.9,199113339.1,-80842543.6,-26.297419002,-617.0487022456,-20.829705969085,2025-06-30,HKD
01977,安乐工程,8.3,13.86,5498479104.02,150874772.02,-5.6200760789,23.4916645104,7.3980935762,2025-12-31,HKD
01978,叙福楼集团,134.28,2.28,976722237.16,1533667.56,2.4039954848,105.2959890213,0.726529005537,2025-12-31,HKD
01979,天宝集团,7.09,27.0,5020677530.46,343789918.94,3.2102318935,-0.8520492422,18.857726908355,2025-12-31,HKD
01980,天鸽互动,-68.91,7.1,38554000.0,-9306000.0,279.468503937,-146.5393078616,-0.4241606578,2025-12-31,HKD
01981,华夏控股,3.63,12.08,787734000.0,301002000.0,0.6870247546,226.9486444213,12.956952854869,2025-12-31,HKD
01982,南旋控股,5.28,20.06,4016276127.9,315909625.41,-0.6110683808,-5.3487690504,14.399632529161,2025-03-31,HKD
01983,泸州银行,3.84,65.5,4860685000.0,1541426000.0,-6.68702497,20.8331340908,11.823457600399,2025-12-31,HKD
01985,美高域,-314.7,5.01,1376296665.21,7527524.31,20.8252385497,-77.4842663133,4.038878600925,2025-03-31,HKD
01986,彩客新能源,-160.48,9.39,1919485000.0,-5284000.0,-11.0095018209,74.9549720353,-0.303696138335,2025-12-31,HKD
01987,BENG SOON MACH,141.34,2.15,202779233.3294,1373945.9958,10.9459719935,-27.7220216917,0.621503429,2025-12-31,HKD
01988,民生银行,4.56,1514.87,139677000000.0,30563000000.0,4.9232664528,-5.3659895962,4.58733084377,2025-12-31,HKD
01989,广合科技,66.02,873.3,5485371000.0,1015789000.0,46.8921359778,50.2424197604,28.808818464049,2025-12-31,HKD
01991,大洋集团,-1.55,1.14,684778952.66,-66246670.9,-21.8448118211,-15.2643324114,-456.665213872113,2025-12-31,HKD
01993,雅仕维,21.73,3.2,916131000.0,13301000.0,-14.3182211415,125.6667052603,17.048629803379,2025-12-31,HKD
01995,永升服务,6.22,30.15,6866231000.0,437449000.0,0.366839713,-8.4827069683,8.594178224155,2025-12-31,HKD
01996,弘阳地产,-0.02,0.83,4315872000.0,-4121908000.0,-61.8256107508,17.9228808318,165.290736935645,2025-12-31,HKD
01997,九龙仓置业,-16.13,686.79,11574764300.0,-3845007540.0,-0.7512391574,-577.7777777778,-2.304038968947,2025-12-31,HKD
01999,敏华控股,7.62,138.06,14506197458.0,1600278887.85,-2.8007114157,-12.129930084,13.478910261337,2026-03-31,HKD
02000,晨讯科技,-47.79,6.36,360141813.82,-12014632.44,-7.1358036193,85.9653935429,-0.919725561968,2025-12-31,HKD
02001,新高教集团,1.3,12.23,2599427000.0,829161000.0,7.7835643589,9.6666463865,18.291316146585,2025-08-31,HKD
02002,阳光纸业,6.14,10.86,7788614000.0,159895000.0,-3.2182369786,-42.8685256117,3.299150261702,2025-12-31,HKD
02003,维信金科,-0.82,5.09,3870854000.0,-559812000.0,-1.4977938592,-217.0750682296,-13.089576566653,2025-12-31,HKD
02005,石四药集团,14.01,65.92,3762331297.3,425088751.14,-27.84888445,-55.6484003204,6.482081882119,2025-12-31,HKD
02007,碧桂园,2.72,98.19,154893000000.0,3261000000.0,-38.7183687034,109.9314755596,-81.079065141721,2025-12-31,HKD
02008,凤凰卫视,-3.5,7.94,1854184209.2,-204806941.44,-8.1547418516,10.2345559272,-8.117152295407,2025-12-31,HKD
02009,金隅集团,-4.48,73.68,91113100214.76,-1009466516.7,-17.7024632875,-81.8327562498,-1.39485184796,2025-12-31,HKD
02011,进腾集团,32.57,7.76,346024485.22,21509281.08,14.9155908044,-26.2724458204,12.026483109695,2025-12-31,HKD
02012,阳光油砂,-1.49,1.96,,-64490062.0,,83.2740874363,-52.060110643217,2025-12-31,HKD
02013,微盟集团,-24.26,59.5,1591954000.0,-221499000.0,18.8686247205,87.1854268429,-10.577829056735,2025-12-31,HKD
02015,理想汽车－Ｗ,-55.69,1145.1,112312511000.0,1124438000.0,-22.253528324,-86.0011329188,1.567224986102,2025-12-31,HKD
02016,浙商银行,4.69,689.36,62558000000.0,12931000000.0,-7.5980030132,-14.8492032135,6.437000181696,2025-12-31,HKD
02017,沧海控股,10.52,1.52,1073405000.0,13014000.0,-38.6036660316,-52.3523596822,1.295196011107,2025-12-31,HKD
02018,瑞声科技,19.24,535.11,31816988000.0,2511978000.0,16.4250368409,39.7694229453,10.664013885075,2025-12-31,HKD
02020,安踏体育,14.0,2105.88,80219000000.0,13588000000.0,13.2620788976,-12.8750961785,21.312671063673,2025-12-31,HKD
02022,游莱互动,-4.49,1.3,66330145.9792,-26132038.1376,4.17656337,-15.8891322651,-15.946405249587,2025-12-31,HKD
02023,中国绿岛科技,6.16,3.84,1118404000.0,56257000.0,23.3289886045,9.6627680312,10.770693192142,2025-12-31,HKD
02025,瑞丰动力,331.38,85.36,1109400000.0,23266000.0,15.9425742512,20.4244306418,2.331847823527,2025-12-31,HKD
02026,小马智行－Ｗ,-27.72,307.16,632599028.8,-941641307.2,19.9613462179,51.1277866344,-10.291853073617,2025-12-31,HKD
02028,映美控股,-9.71,5.33,143420000.0,-49608000.0,-4.2187301736,17.0906173747,320.931586608443,2025-12-31,HKD
02030,卡宾,25.84,8.76,943943000.0,30615000.0,-8.798482717,11.6724420937,2.280146304733,2025-12-31,HKD
02031,澳至尊,8.66,2.82,248764514.61,25757108.13,0.2025856621,-9.0076286105,15.110877709682,2025-03-31,HKD
02033,时计宝,-13.73,5.97,628726600.45,-15991043.25,-21.7476924893,-152.1316446664,-0.766370265446,2025-06-30,HKD
02038,富智康集团,45.93,196.99,46795381694.4,370607537.6,16.7407073077,359.3428754119,3.540659125187,2025-12-31,HKD
02039,中集集团,-369.58,477.26,156611446000.0,220820000.0,-11.849694022,-92.5708439436,0.432934293144,2025-12-31,HKD
02048,易居企业控股,-0.09,0.61,2375002000.0,-611933000.0,-37.4659156615,51.9412519575,7.531742632361,2025-12-31,HKD
02050,三花智控,27.54,1275.03,31011745000.0,4062892000.0,10.9656203053,31.0963436926,15.918334228004,2025-12-31,HKD
02051,VALA,-4.88,8.15,243027000.0,-150699000.0,8.1807619887,-150.5136644724,-20.701421566574,2025-12-31,HKD
02057,中通快递－Ｗ,12.62,1316.12,49098667000.0,9080651000.0,10.8804621966,2.9921848373,14.13917136896,2025-12-31,HKD
02068,中铝国际,20.71,62.74,23059806000.0,257605000.0,-3.9305044253,16.4700669599,3.851065331098,2025-12-31,HKD
02076,ＢＯＳＳ直聘－Ｗ,13.48,514.99,8267518000.0,2735340000.0,12.3964252373,72.6132479819,15.676133626124,2025-12-31,HKD
02078,荣阳实业,-2.66,1.57,324959588.38,-53402882.5,-60.7733059741,-310.5516185321,-8.326725938403,2025-12-31,HKD
02080,奥克斯国际,5.24,1.45,305110668.75,22151611.32,-9.1312604954,43.5560074158,9.987496905432,2025-03-31,HKD
02086,高维科技,-32.68,1.66,82641017.12,-4592873.7,-8.7658420334,-236.2540192926,-8.487306594562,2025-12-31,HKD
02088,西王置业,-0.36,5353.38,20790000.0,-134442000.0,-57.0942111237,-1733.6333878887,-26.849950870354,2023-12-31,HKD
02096,先声药业,16.53,246.03,7731411000.0,1344008000.0,16.5209516321,86.1501768693,16.249895793932,2025-12-31,HKD
02097,蜜雪集团,14.93,973.34,33559923000.0,5886704000.0,35.164901155,32.6879002025,29.878291231095,2025-12-31,HKD
02098,卓尔智联,6.76,11.04,155029341000.0,147449000.0,-4.5146418208,14.3432103169,1.051948148771,2025-12-31,HKD
02099,中国黄金国际,11.55,557.36,9208606600.0,3282161419.2,73.1490023076,644.3712937576,22.937489362235,2025-12-31,HKD
02100,百奥家庭互动,-16.04,13.33,610367000.0,-75054000.0,11.9335624452,-167.7631109526,-4.874794918792,2025-12-31,HKD
02101,福禄控股,12.22,3.69,330964000.0,27303000.0,-8.0118958281,35.4046816108,2.167857931186,2025-12-31,HKD
02102,德利机械,10.52,2.9,301154535.08,25650578.77,18.3711314372,297.4456675134,6.359712262708,2025-07-31,HKD
02105,来凯医药－Ｂ,-16.28,41.34,106719000.0,-229318000.0,,9.8224116777,-23.103353954791,2025-12-31,HKD
02107,第一服务控股,-4.53,2.63,1341167000.0,-52406000.0,1.0694240137,-334.1119946985,-9.062141187212,2025-12-31,HKD
02108,K2 F&B,6.58,3.8,281150651.6,52184216.0,-9.9104456727,240.0924937745,10.169130943517,2025-12-31,HKD
02110,天成控股,-0.97,0.41,185836229.7,-31601827.28,-9.1997976098,21.8687692587,-58.764186633039,2025-05-31,HKD
02111,超盈国际控股,4.96,27.35,4534956523.94,497997572.76,-0.7984723262,-9.3340130237,15.248259411622,2025-12-31,HKD
02112,恩典生命科技,-0.84,1.0,91796128.0,-108503585.6,-5.1147922116,67.9251163564,8.850526605473,2025-12-31,HKD
02113,世纪集团国际,30.35,0.82,14676688.32,-1477450.83,-66.5481774394,87.6016417564,10.877097628915,2025-03-31,HKD
02116,江苏创新,20.17,3.5,203882000.0,15694000.0,11.9001097695,12.2443141182,6.618966582527,2025-12-31,HKD
02119,捷荣国际控股,8.1,3.46,712782385.54,38592784.16,9.4353620841,-27.6911881674,8.236318021957,2025-12-31,HKD
02120,康宁医院,10.07,6.06,1619784410.78,54395979.83,-2.0857899576,-17.0921761034,4.51263267059,2025-12-31,HKD
02121,创新奇智,-7.96,22.05,1512558000.0,-250079000.0,23.8007543167,57.8856873411,-18.190983541269,2025-12-31,HKD
02122,凯知乐国际,-1.58,2.26,835443000.0,-129050000.0,-14.2685184425,36.1615821836,112.980748185567,2025-12-31,HKD
02125,稻草熊娱乐,-99.39,2.19,1029269000.0,-1989000.0,-8.4717532638,6.3559322034,-0.113206645099,2025-12-31,HKD
02126,药明巨诺－Ｂ,-1.19,7.29,283653000.0,-555292000.0,79.2798543781,5.9821476946,-64.365822913195,2025-12-31,HKD
02127,汇森股份,-0.04,7657.82,1008525000.0,-1706770000.0,-72.2986877292,-924.1165024167,-38.44863301421,2024-12-31,HKD
02128,中国联塑,9.42,131.54,24314932000.0,1261640000.0,-10.032963955,-25.0763109448,5.204588910844,2025-12-31,HKD
02129,LEGION CONSO,-8.55,2.44,334172904.6236,-25764297.2356,-7.4219583145,-193.9412569842,-9.197762556303,2025-12-31,HKD
02130,嘉泓物流,63.98,9.83,2716052087.94,13872555.98,9.5267632556,-52.0166203255,2.905764610175,2025-12-31,HKD
02131,云想科技,-418.77,3.62,3009891000.0,8796000.0,-9.0690722444,104.9399911264,0.637980743078,2023-12-31,HKD
02132,誉燊丰控股,16.11,2.18,1182256892.43,12232111.65,-6.2781148244,-49.3097250373,4.120131918822,2025-03-31,HKD
02135,瑞丽医美,31.7,6573.51,189411000.0,1873000.0,-4.9818904195,103.1632101601,1.767281236436,2025-12-31,HKD
02136,利福中国,-27.19,9.37,1210630000.0,-31131000.0,-3.3515565874,-54.8420790848,-0.33251215545,2025-12-31,HKD
02137,腾盛博药－Ｂ,-2.99,7.36,18605000.0,-222624000.0,,56.1903487471,-8.847194895091,2025-12-31,HKD
02138,医思健康,-2.41,4.62,3820711839.96,-154284256.38,-1.6818197146,-782.3877130944,-8.905373020959,2025-03-31,HKD
02139,甘肃银行,8.33,54.25,5420665000.0,588097000.0,-8.95694931,0.9872103965,1.726630258784,2025-12-31,HKD
02142,和铂医药－Ｂ,11.63,82.68,1110374680.0,641961390.4,314.6325459318,3187.7249820014,37.159561569821,2025-12-31,HKD
02145,上美股份,11.16,136.24,9177796000.0,1102574000.0,35.1162558568,41.1376015258,44.464500856464,2025-12-31,HKD
02146,荣万家,4.43,5.53,1912958890.05,112608615.45,-2.2470320174,-1.0592922908,5.016263672603,2025-12-31,HKD
02147,正味集团,-0.39,3561.6,598057000.0,-53574000.0,34.3302322029,-179.3489047203,-12.625833538563,2024-12-31,HKD
02149,贝克微,16.31,22.02,584123000.0,122005000.0,0.918440862,-26.7681466498,10.665597819412,2025-12-31,HKD
02150,奈雪的茶,-4.63,12.26,4331223000.0,-239082000.0,-11.9884963041,73.9359655157,-6.313437027439,2025-12-31,HKD
02152,苏新服务,6.49,4.8,972710000.0,66796000.0,5.2032173878,2.2659072815,7.956380225782,2025-12-31,HKD
02153,达丰设备,-6.32,9.69,634561000.0,-120553000.0,-6.9956851319,-26.0513603379,-8.857118506839,2025-03-31,HKD
02155,森松国际,17.56,116.58,6954932000.0,599593000.0,0.0946699031,-18.6706924873,11.262420081152,2025-12-31,HKD
02156,建发物业,9.46,37.6,3880549000.0,358909000.0,17.8459054797,10.9534835552,19.045529294834,2025-12-31,HKD
02157,乐普生物,22.51,65.14,934869000.0,261364000.0,154.182776228,163.5340904671,25.021336643166,2025-12-31,HKD
02158,医渡科技,-52.35,51.0,714979000.0,-117788000.0,-11.4111929979,39.5785456336,-2.965391015813,2025-03-31,HKD
02159,麦迪卫康,40.51,4.48,468019000.0,9988000.0,45.5473040633,122.0753674439,10.952234747138,2025-12-31,HKD
02160,微创心通－Ｂ,-13.13,19.23,400950867.2,-132274987.2,12.2802873733,-170.8549222798,-6.715051864222,2025-12-31,HKD
02161,健倍苗苗,8.93,19.32,721922526.36,182038368.63,20.6468079856,51.2007235768,19.219708724384,2025-03-31,HKD
02162,康诺亚－Ｂ,-28.52,165.05,716313000.0,-522641000.0,67.3143762088,-1.4362211082,-19.91459040833,2025-12-31,HKD
02163,远大住工,-0.46,2.93,2201110000.0,-390665000.0,-1.3965510676,51.6569526426,-12.674424810357,2023-12-31,HKD
02165,领悦服务集团,5.46,4.8,664471000.0,79418000.0,1.7677266594,-2.6131528284,12.111174906575,2025-12-31,HKD
02166,芯智控股,11.66,18.81,5952318250.98,145737256.66,41.7869289674,60.8030535568,15.972492385119,2025-12-31,HKD
02167,天润云,7.6,5.12,549685000.0,60822000.0,8.5572375112,78.8882352941,11.52528819379,2025-12-31,HKD
02168,佳兆业美好,10.76,1.57,1611558000.0,13198000.0,-7.1376669834,-9.4538968167,1.500435135284,2025-12-31,HKD
02169,沧港铁路,34.95,22.4,278161000.0,57882000.0,7.4254443217,2.5167814952,7.266632770277,2025-12-31,HKD
02170,贝康医疗－Ｂ,-1.55,3.83,233270000.0,-223455000.0,-22.0117081064,5.7267254218,-21.509521684953,2025-12-31,HKD
02171,科济药业－Ｂ,-83.43,90.39,125662000.0,-97861000.0,218.7368421053,87.7387449695,-10.636920694012,2025-12-31,HKD
02172,微创脑科学,24.4,49.84,790483000.0,184510000.0,3.770337717,-27.4054256093,10.519075409131,2025-12-31,HKD
02175,中国通才教育,18.42,15.72,329792000.0,76333000.0,-0.4064770579,-29.5924955726,4.117403694136,2025-08-31,HKD
02176,赛迪顾问,6.2,5.11,287077000.0,74410000.0,-4.9215564836,-4.1639297812,47.841937080877,2025-12-31,HKD
02177,优趣汇控股,15.21,4.06,1292895000.0,24140000.0,-4.1163601305,-36.2926211337,3.502078180196,2025-12-31,HKD
02178,百勤油服,13.7,3.18,241978057.32,20944768.58,-8.3906662472,230.3631661794,12.387253239174,2025-12-31,HKD
02179,瑞科生物－Ｂ,-4.45,30.05,12726000.0,-610390000.0,,-8.5351953897,-98.83561832375,2025-12-31,HKD
02180,万宝盛华,6.1,10.6,6904110000.0,156941000.0,10.1039496133,20.8651654242,13.602073839359,2025-12-31,HKD
02181,迈博药业－Ｂ,25.1,15.88,646095000.0,57133000.0,150.2033087039,144.6536456502,46.404697893908,2025-12-31,HKD
02182,天长集团,-14.37,2.08,468573374.82,-13058754.76,-3.8601881726,-5.8031467252,-1.929353990686,2025-12-31,HKD
02185,百心安－Ｂ,-8.47,6.57,44932000.0,-70053000.0,,20.3436277631,-12.79176249426,2025-12-31,HKD
02186,绿叶制药,10.96,75.1,6308374000.0,618747000.0,4.0738332684,31.122135431,4.0939908095,2025-12-31,HKD
02187,智欣集团控股,-9.0,5.83,552798000.0,-58532000.0,-4.7507624446,22.1638585619,-16.786594127044,2025-12-31,HKD
02188,泰坦能源技术,-5.33,1.94,410475000.0,-32839000.0,4.6465382958,27.6403058414,-6.028568648653,2025-12-31,HKD
02189,嘉涛（香港）控股,19.62,4.55,292642312.62,20195211.72,16.8721944172,-65.9048064189,5.02477486786,2025-03-31,HKD
02190,归创通桥,23.59,63.83,1057488000.0,244370000.0,35.1463814865,143.7460102139,7.720041479783,2025-12-31,HKD
02192,医脉通,14.32,52.99,642155000.0,334341000.0,14.9877787825,6.0908277433,6.920320613931,2025-12-31,HKD
02193,万景控股,-7.01,1.3,309795876.66,-19494783.75,-0.8224860112,7.1101925952,-8.068073535,2025-03-31,HKD
02195,盈汇企业控股,-1.14,6258.29,189379040.62,-49542520.22,38.3766053774,-103.1292819316,-51.954780747245,2025-12-31,HKD
02196,复星医药,10.91,429.5,41498325000.0,3370562000.0,1.4383983252,21.6859466418,7.027431246852,2025-12-31,HKD
02197,三叶草生物－Ｂ,-9.21,20.9,3505000.0,-205092000.0,-90.8769098623,77.2984676145,11.946119791462,2025-12-31,HKD
02198,中国三江化工,8.66,39.03,18468172000.0,407258000.0,-5.7075310532,-23.5268049948,7.966262440989,2025-12-31,HKD
02199,维珍妮,8.77,22.89,7235026881.69,169700131.53,11.7324245433,28.4379256155,5.628406018006,2025-03-31,HKD
02202,万科企业,-0.3,304.23,233432769000.0,-88556470000.0,-31.978789593,-78.9799550831,-55.421970515338,2025-12-31,HKD
02203,脑洞科技,-4.36,1.5,74479521.2,-31183670.5,-31.2781791968,73.0018220349,45.789124668435,2025-12-31,HKD
02205,康桥悦生活,-17.03,6.93,931553000.0,-36748000.0,-3.0486675284,-175.906799967,-5.209105586875,2025-12-31,HKD
02208,金风科技,13.91,490.4,72782451000.0,2774357000.0,28.7815495767,49.1232209911,6.769551008012,2025-12-31,HKD
