代码,名称,PE_TTM,总市值_亿,营业收入,净利润,报告期,币种
300903,科翔股份,-122.22289576,323.9711415283,3720438929.45,-246329474.08,2025-12-31,CNY
001896,豫能控股,86.21793453,323.618220093,11229867766.83,390358869.42,2025-12-31,CNY
000729,燕京啤酒,18.16069501,323.0046084786,15332979766.4,1679117088.59,2025-12-31,CNY
002747,埃斯顿,247.9362905,322.7607840755,4888010963.64,44972202.09,2025-12-31,CNY
688807,优迅股份,348.42766721,322.512,486129407.63,88126059.11,2025-12-31,CNY
300251,光线传媒,-100.63811854,322.4013686768,4039915135.02,1672149337.87,2025-12-31,CNY
002252,上海莱士,24.29833394,322.3817040765,7348183033.4,1577013862.08,2025-12-31,CNY
603486,科沃斯,19.09159432,322.34408140799997,19039662854.51,1758313596.6,2025-12-31,CNY
000423,东阿阿胶,18.21221421,322.18160504720004,6700474184.47,1738741090.72,2025-12-31,CNY
300255,常山药业,-90.17361262,320.8441525098,875132346.58,-357895551.22,2025-12-31,CNY
301297,富乐德,73.91230419,320.3383240526,2866526437.56,402753459.98,2025-12-31,CNY
300236,上海新阳,90.5233767,319.7124724906,1936684874.79,300672947.5,2025-12-31,CNY
000060,中金岭南,30.84573293,318.4320652386,60543580352.45,801756079.53,2025-12-31,CNY
688102,斯瑞新材,201.00951249,318.2880653525,1571594825.47,147598028.76,2025-12-31,CNY
002939,长城证券,13.36228814,316.2990733504,5195751651.24,2351600065.53,2025-12-31,CNY
688449,联芸科技,179.87817035,316.25,1327129441.63,142158465.39,2025-12-31,CNY
601611,中国核建,26.93143453,315.2470585752,101916000297.55,1319047234.23,2025-12-31,CNY
603663,三祥新材,223.43734146,314.892684025,1165540260.14,117550379.5,2025-12-31,CNY
000981,山子高科,26.25745281,313.9205858832,3268476121.87,1025777800.31,2025-12-31,CNY
300339,润和软件,219.33070734,313.7062302699,3982200512.55,96972274.2,2025-12-31,CNY
000062,深圳华强,56.1873698,313.6682056678,24908894154.62,462938895.43,2025-12-31,CNY
603773,沃格光电,-169.04382401,313.4177083818,2551283724.24,-158400094.97,2025-12-31,CNY
601717,中创智领,7.62667023,312.44498775,41385128009.24,4293392302.84,2025-12-31,CNY
000811,冰轮环境,53.01098582,311.63808729,7051834638.32,564385034.0,2025-12-31,CNY
601866,中远海发,20.19735297,311.464677352,25200749650.14,1609401085.33,2025-12-31,CNY
600298,安琪酵母,19.45338349,311.2973182877,16728842770.37,1544409068.94,2025-12-31,CNY
688538,和辉光电,-16.06475429,310.7123465625,5500745461.73,-1971728856.39,2025-12-31,CNY
688297,中无人机,350.70286156,310.7025,3015851378.01,88574871.16,2025-12-31,CNY
600259,中稀有色,123.3409905,309.823829519,5820017131.16,127555922.67,2025-12-31,CNY
002046,国机精工,190.16046978,309.5429800142,3018792798.75,260342822.7,2025-12-31,CNY
600536,中国软件,-896.5809518,309.3634952792,5102229714.19,-41413484.16,2025-12-31,CNY
600299,安迪苏,31.06844599,309.20983740279996,17230692072.0,1154532027.0,2025-12-31,CNY
601162,天风证券,233.71658706,308.2639481604,2853726159.14,155831269.46,2025-12-31,CNY
300814,中富电路,809.24964875,308.011082388,1879129858.59,29144416.4,2025-12-31,CNY
600839,四川长虹,41.5032697,307.9034896074,108815801960.78,988886250.4,2025-12-31,CNY
603225,新凤鸣,28.46681528,307.484609874,71556616631.23,1018367110.83,2025-12-31,CNY
000962,东方钽业,119.29125762,305.5049281472,1543023263.06,258256103.06,2025-12-31,CNY
601236,红塔证券,27.35510589,304.7044881332,2433972457.23,1213553521.29,2025-12-31,CNY
600688,上海石化,-32.84676291,304.68164575,75563186000.0,-1432595000.0,2025-12-31,CNY
603369,今世缘,12.95956324,303.8451690169,10182116333.95,2603690665.79,2025-12-31,CNY
603298,杭叉集团,13.57986131,302.9595269337,17738651997.86,2191315695.9,2025-12-31,CNY
002517,恺英网络,13.9861449,302.9476505812,5324977767.36,1903626612.4,2025-12-31,CNY
300677,英科医疗,45.33224212,302.8233841375,9925819444.72,1010699970.94,2025-12-31,CNY
920185,贝特瑞,35.18807483,302.4171887486,16982824582.54,875077105.75,2025-12-31,CNY
002149,西部材料,375.78227405,302.1558141786,3230535513.54,103368784.96,2025-12-31,CNY
688180,君实生物,-45.7213106,302.1548290353,2498420333.97,-875174332.71,2025-12-31,CNY
300458,全志科技,80.85032892,302.065754096,2837953858.57,262132646.57,2025-12-31,CNY
600925,苏能股份,137.37009912,301.0444444493,12667114777.51,225289191.09,2025-12-31,CNY
002025,航天电器,159.56702373,300.812150412,5819834373.25,182846795.18,2025-12-31,CNY
000547,航天发展,-24.24056583,300.0324940913,2500916961.54,-1308632660.8,2025-12-31,CNY
000876,新希望,-9.51894891,297.6334431657,106856298720.47,-1784352202.18,2025-12-31,CNY
300260,新莱应材,167.75784079,296.8017541056,2997713013.96,175062842.87,2025-12-31,CNY
000800,一汽解放,37.27485121,296.261114695,62678001039.04,724545159.9,2025-12-31,CNY
002491,通鼎互联,-188.7790294,295.9366767,3412995047.57,-76392111.01,2025-12-31,CNY
300122,智飞生物,-2.00122531,295.8724127292,8958435384.96,-14723152851.99,2025-12-31,CNY
603345,安井食品,19.30532877,294.96070482,16192613033.59,1359237139.62,2025-12-31,CNY
600109,国金证券,12.35853566,294.94704683599997,8456815830.54,2276891494.01,2025-12-31,CNY
603435,嘉德利,120.05861106,294.78556068,757135803.15,243520408.48,2025-12-31,CNY
600884,杉杉股份,38.98716775,294.67308505299997,21587015199.83,457916266.13,2025-12-31,CNY
002459,晶澳科技,-7.29732549,294.564454864,49128712950.94,-4608260132.26,2025-12-31,CNY
603678,火炬电子,116.48123388,294.4233012521,4120691072.68,319767196.59,2025-12-31,CNY
000728,国元证券,12.63583908,294.1186298534,6248758747.95,2426163582.17,2025-12-31,CNY
601112,振石股份,39.03009872,293.77384274959996,7202376936.43,733950365.59,2025-12-31,CNY
300413,芒果超媒,27.99737988,293.329023792,13813480305.41,1227146306.33,2025-12-31,CNY
300456,赛微电子,20.5751204,292.51914703299997,824105934.18,1473454069.63,2025-12-31,CNY
688268,华特气体,234.19028485,292.3473835516,1418749512.43,135353137.58,2025-12-31,CNY
601696,中银证券,25.87005388,291.4122,3390049018.2,1045285044.73,2025-12-31,CNY
002456,欧菲光,-198.25959553,291.162160725,22149943604.25,41634215.94,2025-12-31,CNY
002244,滨江集团,14.87784608,290.297714937,82887760417.0,2116317717.43,2025-12-31,CNY
600206,有研新材,101.46456825,289.8598608768,9542126753.98,264789582.15,2025-12-31,CNY
688432,有研硅,138.90158513,289.8199706844,1005245724.48,209280637.6,2025-12-31,CNY
600282,南钢股份,10.03980232,289.759277517,57994436345.68,2867435008.72,2025-12-31,CNY
002271,东方雨虹,89.7789704,289.7492937458,27578652775.3,113267071.15,2025-12-31,CNY
600329,达仁堂,13.2470636,288.86239293560004,4917335979.38,2131021536.79,2025-12-31,CNY
002015,协鑫能科,65.64698113,287.8154540622,10325548111.8,404184698.37,2025-12-31,CNY
603005,晶方科技,77.81305604,287.6729395166,1473887081.78,369617694.92,2025-12-31,CNY
002432,九安医疗,12.53892649,287.6428821294,1365588936.68,2266748271.38,2025-12-31,CNY
688692,达梦数据,50.47264324,287.6296,1305849853.99,516619845.52,2025-12-31,CNY
601933,永辉超市,-11.88422883,286.7711689788,53507570615.38,-2552341936.85,2025-12-31,CNY
600012,皖通高速,15.39155601,286.7017189742,6721574180.34,1877443900.82,2025-12-31,CNY
603618,杭电股份,-119.69691145,286.229505024,9451290173.71,-298694279.26,2025-12-31,CNY
000629,钒钛股份,373.78897869,286.161193626,8890211562.68,-93315320.52,2025-12-31,CNY
000877,天山股份,-3.92117531,285.8417660988,74495749096.86,-7290861986.32,2025-12-31,CNY
600499,科达制造,18.45308639,285.760602259,17389470200.0,1308863400.0,2025-12-31,CNY
688531,日联科技,153.62095653,283.993605385,1077927063.43,176041682.21,2025-12-31,CNY
688097,博众精工,43.50009667,283.9339842105,6565678031.0,593263455.84,2025-12-31,CNY
600637,东方明珠,50.8245654,283.7443445548,7489442721.07,617459101.76,2025-12-31,CNY
688001,华兴源创,249.59035735,282.9393714,2239530117.89,80084409.78,2025-12-31,CNY
688617,惠泰医疗,32.5953884,282.5771248492,2583927321.09,820636582.43,2025-12-31,CNY
000582,北部湾港,26.34015491,282.165170208,7613959063.58,1038024485.4,2025-12-31,CNY
002157,正邦科技,-24.93665052,282.1299589645,14794917436.1,-546432242.8,2025-12-31,CNY
600398,海澜之家,12.86560496,280.4817852864,21625651303.09,2165990940.78,2025-12-31,CNY
603061,金海通,120.06394393,280.1922,698176005.39,176525276.68,2025-12-31,CNY
300896,爱美客,24.44443642,280.0186932494,2452617161.44,1291017682.24,2025-12-31,CNY
601990,南京证券,25.53608943,279.3763649825,2805733627.47,1077653543.98,2025-12-31,CNY
688778,厦钨新能,32.75445615,279.094168899,19879565539.77,754831699.59,2025-12-31,CNY
000513,丽珠集团,14.19059488,278.6252702598,12020349219.61,2023249327.79,2025-12-31,CNY
000429,粤高速A,17.42621407,278.07721475799997,4469738160.51,1801337614.93,2025-12-31,CNY
002673,西部证券,15.91255379,278.007982051,5984624114.13,1753652721.0,2025-12-31,CNY
600079,ST人福,14.60563073,277.96808183950003,23962010164.64,1855334433.96,2025-12-31,CNY
603730,岱美股份,43.53286483,277.3824471778,6421679989.1,659738737.12,2025-12-31,CNY
002364,中恒电气,210.63943658,275.977760912,2137227829.77,126374581.15,2025-12-31,CNY
688390,固德威,104.30634712,275.8026976299,8889189182.21,134913396.53,2025-12-31,CNY
000733,振华科技,28.05214506,275.6992919225,5754973967.98,1025416831.83,2025-12-31,CNY
603198,迎驾贡酒,13.80124005,274.88,6018726913.75,1985645392.08,2025-12-31,CNY
688257,新锐股份,55.79213136,274.6497638,2492863973.71,226158281.98,2025-12-31,CNY
000887,中鼎股份,18.191653,274.48811224950003,19799830128.49,1589396047.12,2025-12-31,CNY
300747,锐科激光,146.91723136,274.3416,3466796346.94,161831332.84,2025-12-31,CNY
300496,中科创达,59.61833262,274.21375837060003,7778043920.32,450138377.52,2025-12-31,CNY
301486,致尚科技,425.37617485,274.05191505150003,998315776.1,94083175.93,2025-12-31,CNY
600517,国网英大,11.82412563,273.9130721376,11954866460.58,2530516291.53,2025-12-31,CNY
601615,明阳智能,71.60459065,273.8672510966,38094969264.43,659873732.73,2025-12-31,CNY
600641,先导基电,-222.52887834,273.73893747200003,1851821799.65,-126596479.84,2025-12-31,CNY
600737,中粮糖业,27.4747945,272.0614946016,26510979601.63,951225734.55,2025-12-31,CNY
600153,建发股份,-2.53970785,271.6867622287,671270432045.3,-10814732169.18,2025-12-31,CNY
002430,杭氧股份,27.45271895,271.2010507668,15082533819.09,948853670.52,2025-12-31,CNY
688400,凌云光,78.22490653,270.765173175,2911672425.43,161351703.23,2025-12-31,CNY
300474,景嘉微,-162.59011904,269.671519068,720064627.8,-164622652.17,2025-12-31,CNY
300726,宏达电子,61.19984712,269.34325863,1886667479.11,401174175.82,2025-12-31,CNY
300623,捷捷微电,57.83196461,269.0114378127,3494134538.24,476689147.89,2025-12-31,CNY
600575,淮河能源,17.27770599,268.754706375,38824661281.35,1697551616.71,2025-12-31,CNY
688248,南网科技,64.95336553,268.40191,3684742958.03,420839411.88,2025-12-31,CNY
301362,民爆光电,183.02749918,267.7646970572,1669814354.87,184460265.76,2025-12-31,CNY
000791,甘肃能源,12.98161166,267.29239474080003,9065395583.8,2051455116.11,2025-12-31,CNY
603186,华正新材,92.3611438,267.1396845684,4369207731.02,276713420.07,2025-12-31,CNY
300487,蓝晓科技,30.14379983,267.041578142,2785832825.02,897107659.93,2025-12-31,CNY
603290,斯达半导,81.3312392,266.893177857,4012395321.49,405233645.96,2025-12-31,CNY
001270,铖昌科技,202.05856398,266.7539048742,404622960.22,117109847.25,2025-12-31,CNY
603160,汇顶科技,35.05781234,266.06794291349996,4735621058.43,837099258.25,2025-12-31,CNY
300975,商络电子,50.85037828,265.871168748,8548071443.11,302866220.11,2025-12-31,CNY
600732,爱旭股份,-13.53733782,265.5031403442,15614134137.69,-1821949448.05,2025-12-31,CNY
002518,科士达,41.54596819,265.26175282639997,5270259670.62,610887824.39,2025-12-31,CNY
600595,中孚实业,11.97814958,264.521737524,23068419436.77,1617293286.14,2025-12-31,CNY
301389,隆扬电子,264.44684323,264.5055,504247989.04,103777176.5,2025-12-31,CNY
002335,科华数据,61.89820261,264.33782197830004,8160262477.61,417988029.54,2025-12-31,CNY
688018,乐鑫科技,48.82409927,263.5417192884,2565275431.81,497840142.33,2025-12-31,CNY
601155,新城控股,38.33020347,263.4567495808,53011628518.0,680106627.0,2025-12-31,CNY
688362,甬矽电子,313.69960247,262.6728651909,4398366248.32,81728642.56,2025-12-31,CNY
000661,长春高新,-624.86471538,262.3854186528,12083140489.05,154971452.8,2025-12-31,CNY
002085,万丰奥威,27.45262484,262.22724372,15987174027.67,987214945.43,2025-12-31,CNY
300073,当升科技,32.81262573,262.0229717752,10374236039.3,632330006.18,2025-12-31,CNY
601156,东航物流,9.60341433,261.3116445176,24264489560.29,2688045084.23,2025-12-31,CNY
002130,沃尔核材,23.22429629,261.2189817492,8450660581.14,1143868383.15,2025-12-31,CNY
003021,兆威机电,108.57900814,261.169464425,1715534329.63,254292217.63,2025-12-31,CNY
601016,节能风电,52.44492823,261.12499435259997,4495439975.42,685702626.17,2025-12-31,CNY
600396,华电辽能,643.91951055,261.1109186541,4351893798.87,28444608.66,2025-12-31,CNY
000519,中兵红箭,115.83697447,260.9655532268,9273941700.67,41696043.16,2025-12-31,CNY
600562,国睿科技,41.36990548,260.7901464,3358038973.41,628509528.07,2025-12-31,CNY
300257,开山股份,73.33987075,260.7298287232,4724153910.98,364165324.56,2025-12-31,CNY
603124,江南新材,99.94447313,260.592415812,10329016332.82,219115400.25,2025-12-31,CNY
000564,供销大集,-14.41013246,260.03611229759997,1885853601.65,-1671389047.77,2025-12-31,CNY
002497,雅化集团,29.24406349,259.90284826,8543171263.9,632380161.87,2025-12-31,CNY
688169,石头科技,18.31413962,259.8834509376,18694776828.0,1363322277.0,2025-12-31,CNY
301286,侨源股份,108.84141479,258.98473,1077418057.85,232397326.44,2025-12-31,CNY
600500,中化国际,-12.66514444,258.7168844463,47339874447.35,-2223204179.31,2025-12-31,CNY
688727,恒坤新材,271.66440985,258.44863392,658881475.43,97792251.4,2025-12-31,CNY
002797,第一创业,28.07285603,258.4476,3685983212.53,841408864.23,2025-12-31,CNY
600546,山煤国际,19.27663741,258.314035042,20472192649.15,1166433540.93,2025-12-31,CNY
000932,华菱钢铁,11.47037585,257.65810441599996,121740718036.91,2610615029.92,2025-12-31,CNY
000029,深深房A,1091.02432367,257.568636,1482872299.36,99956003.75,2025-12-31,CNY
600816,建元信托,23.17299262,256.9400994294,1046805120.47,117037887.52,2025-12-31,CNY
601399,国机重装,53.5571428,256.802589684,13875466951.01,463513959.05,2025-12-31,CNY
000951,中国重汽,14.17563736,256.5943917445,57737202180.97,1665800234.13,2025-12-31,CNY
605090,九丰能源,18.21216379,256.4593801644,20269295948.46,1479854738.81,2025-12-31,CNY
603728,鸣志电器,378.47641204,256.4398665,2761977833.25,61127989.43,2025-12-31,CNY
002624,完美世界,48.23002063,256.2698261684,6659558521.64,730859018.92,2025-12-31,CNY
688372,伟测科技,73.35974458,255.3934557034,1574642416.39,303198635.91,2025-12-31,CNY
002975,博杰股份,109.58968153,255.2099084832,1835882787.91,146323729.46,2025-12-31,CNY
601918,新集能源,11.83062813,254.65025894,12280256580.88,2136092612.96,2025-12-31,CNY
600369,西南证券,22.57931326,254.50767944919997,3207490902.39,1062373676.82,2025-12-31,CNY
002603,以岭药业,18.58137287,254.44842876479998,7830737438.74,1286478662.67,2025-12-31,CNY
601865,福莱特,27.85498644,254.2025154795,15566788573.36,980574130.35,2025-12-31,CNY
002223,鱼跃医疗,19.74748145,253.82715842279998,7955022614.76,1481794880.13,2025-12-31,CNY
689009,九号公司,16.84116295,253.52178029720002,21277876666.95,1758171535.84,2025-12-31,CNY
603766,隆鑫通用,15.6798376,252.791001735,19135154464.95,1647750370.76,2025-12-31,CNY
603939,益丰药房,14.60309575,252.42008331419999,24433165197.5,1678481865.01,2025-12-31,CNY
688785,恒运昌,261.67883145,252.24294915040002,529470114.6,113840339.46,2025-12-31,CNY
300209,行云科技,-238.87030777,251.7532537586,144770456.23,-83183999.24,2025-12-31,CNY
603605,珀莱雅,17.02999803,251.04881506599997,10597428522.23,1497751418.11,2025-12-31,CNY
600114,东睦股份,45.60201029,250.78551706439998,6037496242.45,535770128.1,2025-12-31,CNY
301606,绿联科技,31.63318755,250.52254086279999,9490739030.88,704594420.34,2025-12-31,CNY
688403,汇成股份,246.43254038,249.716419092,1783135467.97,154730588.81,2025-12-31,CNY
688700,东威科技,168.15493411,249.284496144,1098386778.65,120936915.08,2025-12-31,CNY
603667,五洲新春,295.32773881,249.0870644922,3343294331.79,91389934.68,2025-12-31,CNY
601000,唐山港,11.92095918,248.889001788,5683742176.2,1998358912.6,2025-12-31,CNY
600598,北大荒,20.59487972,248.87518726,5229190487.41,1166182575.0,2025-12-31,CNY
000683,博源化工,24.30495928,248.65603136400003,12074666694.16,942169508.9,2025-12-31,CNY
600353,旭光电子,150.57350909,248.1460610046,1634938645.46,161570162.59,2025-12-31,CNY
688143,长盈通,1151.2375662,248.1090931332,397976011.92,23928779.21,2025-12-31,CNY
600961,株冶集团,12.4415123,247.833594393,22246423224.05,1125228980.31,2025-12-31,CNY
300323,华灿光电,-85.47247768,247.66961642220002,5408015472.36,-438075274.79,2025-12-31,CNY
600977,中国电影,172.75442915,247.5642,4833125337.28,116543214.5,2025-12-31,CNY
000959,首钢股份,29.44182254,247.38345910299998,102918417572.91,995635969.34,2025-12-31,CNY
600312,平高电气,20.9372403,246.2812175835,12516931784.56,1119833030.96,2025-12-31,CNY
600323,瀚蓝环境,11.54200064,246.0717686628,13936907015.01,1973065482.52,2025-12-31,CNY
300503,昊志机电,126.40874885,245.99579710849997,1594735228.37,119252946.59,2025-12-31,CNY
688608,恒玄科技,49.86245884,245.5831485966,3524782057.99,593998801.42,2025-12-31,CNY
603338,浙江鼎力,12.76747327,245.578721315,8575480546.36,1899204197.29,2025-12-31,CNY
002716,湖南白银,52.39025334,245.0440944728,12444621019.23,340185327.64,2025-12-31,CNY
300489,光智科技,-894.43309611,244.9177896,2079520447.62,-33199692.1,2025-12-31,CNY
600873,梅花生物,10.28573845,244.810296045,24208675106.7,3280879912.1,2025-12-31,CNY
000766,通化金马,767.83955176,244.4265114003,1169957653.02,34286477.54,2025-12-31,CNY
600161,天坛生物,25.12991749,244.40311072560002,6168036314.63,1090837981.2,2025-12-31,CNY
600098,广州发展,10.15621152,244.0082026776,50883145499.35,2319437070.79,2025-12-31,CNY
001339,智微智能,102.52118936,243.96501987,4086757920.43,170944823.1,2025-12-31,CNY
688726,拉普拉斯,49.66165919,243.9253005402,5462129809.94,622865274.28,2025-12-31,CNY
000737,北方铜业,23.56639302,243.80370368,27916109130.32,790615580.91,2025-12-31,CNY
002266,浙富控股,16.818419,243.7399744734,23213561891.65,1117760299.6,2025-12-31,CNY
300398,飞凯材料,60.50963961,243.163332405,3225652656.72,390396542.86,2025-12-31,CNY
000415,渤海租赁,-144.83829019,243.0516863826,52923962000.0,-405925000.0,2025-12-31,CNY
600566,济川药业,13.98677148,243.042337962,6218642450.8,1777852640.46,2025-12-31,CNY
301128,强瑞技术,168.02497056,242.59874170560002,1818941785.65,141650740.75,2025-12-31,CNY
605111,新洁能,63.83507867,242.51268587130002,1877069534.09,393631883.29,2025-12-31,CNY
300602,飞荣达,63.05546563,242.2297463253,6526685748.76,364560225.57,2025-12-31,CNY
688266,泽璟制药,48.61653189,242.075636097,810484651.18,-162946167.57,2025-12-31,CNY
600704,物产中大,6.6887697,241.494100863,596462522203.07,3623261943.26,2025-12-31,CNY
002545,东方铁塔,17.22032849,241.4724503103,4879014100.07,1206247307.03,2025-12-31,CNY
002498,汉缆股份,42.25098683,241.19271,10407123225.92,553454032.24,2025-12-31,CNY
603067,振华股份,36.32548804,240.93705133560002,4535583921.77,659036244.18,2025-12-31,CNY
000155,川能动力,45.24771961,240.92496863099998,3599590490.34,502494436.56,2025-12-31,CNY
002007,华兰生物,28.07891725,240.8086410534,4595017702.01,940400665.87,2025-12-31,CNY
301319,唯特偶,277.27428066,240.6303885018,1503790623.0,78793229.0,2025-12-31,CNY
300724,捷佳伟创,11.01965282,240.14733813700002,15471668898.8,2617043651.28,2025-12-31,CNY
600583,海油工程,12.11280212,240.07956564,27163433200.0,2084436100.0,2025-12-31,CNY
001696,宗申动力,39.29054061,239.99764243200002,12395575413.66,665514760.18,2025-12-31,CNY
000738,航发控制,76.09447679,239.1004513818,5171634469.84,334424137.19,2025-12-31,CNY
300627,华测导航,35.76634145,238.944858993,3699152108.47,685420583.51,2025-12-31,CNY
600862,中航高科,25.85726772,238.9079218505,5007841402.15,1030822682.94,2025-12-31,CNY
688278,特宝生物,23.55059012,238.709207904,3695567867.63,1031236252.58,2025-12-31,CNY
000158,常山北明,754.17310537,238.5136147732,7538303122.51,33446475.79,2025-12-31,CNY
600998,九州通,11.81808128,238.5088420682,161389993006.56,2254863863.25,2025-12-31,CNY
688279,峰岹科技,92.83895877,238.40125968,773904376.96,218935518.04,2025-12-31,CNY
601118,海南橡胶,-187.37743817,238.3641282929,42237151922.96,-103031096.01,2025-12-31,CNY
600166,福田汽车,16.67003419,238.3137510467,61247393438.93,1363826801.45,2025-12-31,CNY
600132,重庆啤酒,19.91430408,238.16222653580002,14721871107.45,1230897085.41,2025-12-31,CNY
300762,上海瀚讯,-132.61038469,237.8734344336,502545795.71,-121929918.62,2025-12-31,CNY
688388,嘉元科技,155.23190301,237.633881485,9643343442.8,57024716.06,2025-12-31,CNY
688270,ST臻镭,158.26395552,237.55446568,431703029.47,132986042.73,2025-12-31,CNY
002152,广电运通,28.04619402,237.41140504880002,12055138162.45,860854698.13,2025-12-31,CNY
603596,伯特利,18.05275135,236.079174298,12014080628.71,1309438112.97,2025-12-31,CNY
603444,吉比特,11.6315782,235.87697289419998,6204659480.39,1793666076.8,2025-12-31,CNY
601608,中信重工,62.12705939,235.8470020055,8106996497.53,375461851.45,2025-12-31,CNY
603127,昭衍新药,47.51176714,235.220406258,1657624302.72,297841047.52,2025-12-31,CNY
600208,衢州发展,154.87998458,234.84676608,3589261703.95,261125936.37,2025-12-31,CNY
000830,鲁西化工,25.19996513,234.8025340563,29143461223.18,906707976.79,2025-12-31,CNY
300568,星源材质,1239.57918286,234.6919354416,4125372108.61,36367767.51,2025-12-31,CNY
601128,常熟银行,5.40539967,234.5779131722,11619364000.0,4219369000.0,2025-12-31,CNY
601106,中国一重,-103.80088298,234.5361761034,9817203620.49,-311036920.92,2025-12-31,CNY
603876,鼎胜新材,37.72937604,234.45411783990002,26303460437.04,512872729.05,2025-12-31,CNY
300024,机器人,-53.18145912,234.060182525,4121805440.05,-397880934.47,2025-12-31,CNY
003035,南网能源,68.59224853,233.71212115790001,3678100861.62,346489429.84,2025-12-31,CNY
000969,安泰科技,61.23398508,233.6355138928,7931530159.35,364875766.96,2025-12-31,CNY
300012,华测检测,22.06589554,233.5765561032,6620735906.71,1016418093.67,2025-12-31,CNY
600577,精达股份,38.22947281,233.39389939950001,24673670269.16,599143119.39,2025-12-31,CNY
603885,吉祥航空,20.54781973,233.2517626224,22499438223.61,1039638382.35,2025-12-31,CNY
002536,飞龙股份,92.24160294,232.5583702848,4544996217.29,316923175.24,2025-12-31,CNY
603737,三棵树,29.86478125,231.8812755192,12527449047.63,774909488.78,2025-12-31,CNY
601928,凤凰传媒,13.54687677,231.84039,12346723810.27,1795138915.12,2025-12-31,CNY
603516,淳中科技,78.29241047,231.62420392049998,329207636.45,279618912.72,2025-12-31,CNY
688502,茂莱光学,1244.6126336,231.26594472,691005071.71,46330280.91,2025-12-31,CNY
600100,同方股份,69.7353749,231.170542197,15064892096.09,495005722.72,2025-12-31,CNY
600516,方大炭素,243.35610312,231.0906991232,3526530548.54,93042230.07,2025-12-31,CNY
002841,视源股份,21.03774953,231.07749294,24353884352.94,1013445450.94,2025-12-31,CNY
688318,财富趋势,76.09795287,230.91731544,368098617.43,315403210.44,2025-12-31,CNY
300679,电连技术,98.87607546,230.847188,5406777646.54,269613293.26,2025-12-31,CNY
002645,华宏科技,59.12982919,230.3795401488,7835053004.53,204308525.49,2025-12-31,CNY
688652,京仪装备,145.16605773,230.076,1426242870.69,147925398.65,2025-12-31,CNY
603063,禾望电气,48.11450095,229.401963648,4167918226.01,531023072.22,2025-12-31,CNY
688709,成都华微,354.87825243,229.3286140626,759987312.37,153605481.59,2025-12-31,CNY
688813,泰金新能,130.22171066,229.12,2394886742.31,204111148.05,2025-12-31,CNY
600008,首创环保,12.70612002,229.0264291224,18885592685.09,1771876566.48,2025-12-31,CNY
600582,天地科技,15.85604961,228.86396572759998,29242405598.11,2446903931.11,2025-12-31,CNY
301123,奕东电子,-446.29168785,228.609752,2266772427.26,-66850002.93,2025-12-31,CNY
601606,长城军工,3294.96885547,228.20436884,1564260131.57,8346212.43,2025-12-31,CNY
600602,云赛智联,116.22967937,227.99116494849997,6348037751.54,193726899.02,2025-12-31,CNY
688800,瑞可达,80.57607873,227.51831110919997,3151069729.76,299067711.52,2025-12-31,CNY
601069,西部黄金,23.41485787,227.29428118849998,13567187943.54,471958360.67,2025-12-31,CNY
600320,振华重工,26.62659102,227.0834671248,36260458326.0,731841793.0,2025-12-31,CNY
601137,博威合金,-80.13174547,226.9718458196,20752970319.81,124894858.4,2025-12-31,CNY
300699,光威复材,39.80368159,226.8759608,2859519691.08,603403052.05,2025-12-31,CNY
600186,莲花控股,64.39863912,226.42617415830003,3452339764.01,309119428.92,2025-12-31,CNY
603236,移远通信,29.5181849,226.25798990049998,24326466639.93,837071075.08,2025-12-31,CNY
603938,三孚股份,244.86208143,225.6336658809,2096968236.83,80299009.38,2025-12-31,CNY
688503,聚和材料,36.409926,225.5995586403,14592695789.42,419680796.87,2025-12-31,CNY
688308,欧科亿,75.19624833,225.47002536,1457415162.68,103610564.01,2025-12-31,CNY
000034,神州数码,41.5771629,225.20783535450002,143751044503.13,522943843.22,2025-12-31,CNY
603092,德力佳,25.09657417,225.16005629,5420187684.53,827372269.97,2025-12-31,CNY
002683,广东宏大,23.28008146,225.15394416689998,20369059705.04,957184117.73,2025-12-31,CNY
002048,宁波华翔,51.7113063,225.024858233,26185810369.1,418177316.3,2025-12-31,CNY
601228,广州港,28.51221484,224.8270342598,13908320892.5,821640900.31,2025-12-31,CNY
601666,平煤股份,112.54139061,224.712116265,20531863000.82,231312162.02,2025-12-31,CNY
600126,杭钢股份,326.21085602,224.24535511119998,52327002669.1,24138999.02,2025-12-31,CNY
603881,数据港,160.66418091,224.0617859881,1720831954.48,138737153.58,2025-12-31,CNY
688005,容百科技,-139.41390834,223.63759956299998,12267435004.35,-187442870.48,2025-12-31,CNY
600038,中直股份,45.80694122,223.4209005425,29086417692.19,651865073.68,2025-12-31,CNY
688343,云天励飞,-47.45700897,223.31369898,1339284102.97,-422194330.46,2025-12-31,CNY
600745,*ST闻泰,-2.42757612,223.29383065080003,31252528402.65,-8747528377.52,2025-12-31,CNY
600226,亨通股份,110.08672024,223.0785918,1849841236.57,200920200.41,2025-12-31,CNY
603115,海星股份,99.69552025,222.51497896,2295308130.59,206233915.24,2025-12-31,CNY
688425,铁建重工,15.89557929,222.4068249,10045298702.64,1483028394.33,2025-12-31,CNY
300558,贝达药业,50.35566721,222.147469104,3609338576.55,305329161.27,2025-12-31,CNY
603816,顾家家居,12.55951342,221.9562004338,20056388763.96,1790044942.66,2025-12-31,CNY
